playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,salary
doubrfe01,2015,2,OAK,AL,2,2,11,8,0,0,1,158,55,34,9,21,43,0.278,5.81,0.0,2,0.0,0,227.0,2,35,4.0,4.0,2.0,2000000.0
duffyda01,2015,1,KCA,AL,7,8,30,24,0,0,1,410,137,62,15,53,102,0.264,4.08,0.0,11,9.0,0,588.0,1,64,3.0,5.0,17.0,4225000.0
dukeza01,2015,1,CHA,AL,3,6,71,0,0,0,1,182,47,23,9,32,66,0.218,3.41,4.0,0,3.0,0,255.0,14,26,2.0,1.0,10.0,5000000.0
dullry01,2015,1,OAK,AL,1,2,13,0,0,0,1,51,12,8,4,6,16,0.203,4.24,1.0,0,0.0,0,66.0,3,8,0.0,1.0,2.0,507500.0
dunnmi01,2015,1,MIA,NL,2,5,72,0,0,0,0,162,46,27,6,29,65,0.22699999999999998,4.5,1.0,2,2.0,0,235.0,9,27,0.0,1.0,3.0,3450000.0
dysonsa01,2015,1,MIA,NL,3,3,44,0,0,0,0,132,41,18,3,17,41,0.247,3.68,1.0,6,3.0,0,190.0,10,21,3.0,1.0,3.0,525270.0
dysonsa01,2015,2,TEX,AL,2,1,31,0,0,0,2,94,24,4,1,4,30,0.212,1.15,0.0,2,1.0,0,119.0,6,5,1.0,0.0,3.0,525270.0
edwarjo02,2015,1,TEX,AL,0,0,11,0,0,0,0,18,6,4,1,8,6,0.273,6.0,0.0,1,0.0,0,31.0,2,4,0.0,1.0,1.0,509600.0
edwarjo02,2015,2,SDN,NL,0,0,11,0,0,0,0,32,6,4,3,8,16,0.171,3.38,0.0,1,0.0,0,44.0,5,4,0.0,1.0,0.0,509600.0
eickhje01,2015,1,PHI,NL,3,3,8,8,0,0,0,153,40,15,5,13,49,0.212,2.65,0.0,1,0.0,0,203.0,0,16,0.0,1.0,2.0,516000.0
eovalna01,2015,1,NYA,AL,14,3,27,27,0,0,0,463,175,72,10,49,121,0.285,4.2,0.0,8,3.0,0,673.0,0,72,3.0,3.0,14.0,5600000.0
estrama01,2015,1,TOR,AL,13,8,34,28,0,0,0,543,134,63,24,55,131,0.203,3.13,2.0,2,5.0,0,725.0,3,67,2.0,3.0,6.0,11500000.0
evelada01,2015,1,ATL,NL,0,1,10,0,0,0,0,10,5,2,1,3,4,0.35700000000000004,5.4,1.0,1,0.0,0,18.0,1,2,0.0,1.0,0.0,895000.0
familje01,2015,1,NYN,NL,2,2,76,0,0,0,43,234,59,16,6,19,86,0.207,1.85,1.0,4,2.0,0,308.0,65,16,1.0,1.0,6.0,4100000.0
farmebu01,2015,1,DET,AL,0,4,14,5,0,0,0,121,53,33,10,17,24,0.32299999999999995,7.36,2.0,1,3.0,0,186.0,0,35,1.0,1.0,6.0,509500.0
farquda01,2015,1,SEA,AL,1,8,43,0,0,0,1,153,53,29,9,17,48,0.266,5.12,2.0,1,1.0,1,219.0,10,33,1.0,1.0,6.0,527000.0
faulkan01,2015,1,TEX,AL,0,0,11,0,0,0,0,29,8,3,2,3,10,0.21600000000000003,2.79,1.0,0,0.0,0,40.0,1,3,0.0,0.0,1.0,508500.0
feldmsc01,2015,1,HOU,AL,5,5,18,18,0,0,0,325,115,47,13,27,61,0.275,3.9,1.0,8,0.0,0,451.0,0,49,1.0,5.0,15.0,8000000.0
felizmi01,2015,1,HOU,AL,0,0,5,0,0,0,0,24,9,7,2,4,7,0.273,7.88,0.0,0,1.0,1,38.0,5,7,0.0,0.0,0.0,508200.0
felizne01,2015,1,TEX,AL,1,2,18,0,0,0,6,59,24,10,2,9,16,0.293,4.58,3.0,2,0.0,0,91.0,12,10,0.0,0.0,1.0,3900000.0
felizne01,2015,2,DET,AL,2,2,30,0,0,0,4,85,33,24,3,9,23,0.303,7.62,3.0,2,1.0,0,121.0,12,24,1.0,1.0,4.0,3900000.0
fernajo02,2015,1,MIA,NL,6,1,11,11,0,0,0,194,61,21,4,14,79,0.249,2.92,0.0,2,2.0,0,265.0,0,21,0.0,4.0,6.0,2800000.0
ferreje01,2015,1,DET,AL,0,0,9,0,0,0,0,34,12,8,3,4,6,0.267,6.35,0.0,0,0.0,0,50.0,2,8,0.0,1.0,1.0,507500.0
fieldjo03,2015,1,HOU,AL,4,1,54,0,0,0,0,152,39,20,2,19,67,0.21,3.55,3.0,1,1.0,0,209.0,19,20,2.0,1.0,0.0,900000.0
fienca01,2015,1,MIN,AL,4,6,62,0,0,0,0,190,61,25,6,8,41,0.25,3.55,0.0,0,0.0,0,257.0,6,26,2.0,3.0,1.0,2275000.0
fiersmi01,2015,1,MIL,NL,5,9,21,21,0,0,0,354,117,51,14,43,121,0.259,3.89,5.0,6,5.0,0,509.0,0,57,3.0,6.0,7.0,524100.0
fiersmi01,2015,2,HOU,AL,2,1,10,9,1,1,0,187,45,23,10,21,59,0.19699999999999998,3.32,0.0,2,1.0,0,252.0,0,26,0.0,2.0,1.0,524100.0
finnebr01,2015,1,KCA,AL,3,0,14,0,0,0,0,73,16,8,3,13,21,0.193,2.96,0.0,0,1.0,0,99.0,3,8,1.0,1.0,5.0,511500.0
finnebr01,2015,2,CIN,NL,2,2,6,4,0,0,0,71,21,11,5,8,24,0.239,4.18,0.0,0,0.0,0,98.0,0,11,2.0,0.0,1.0,511500.0
fistedo01,2015,1,WAS,NL,5,7,25,15,0,0,1,309,120,48,14,24,63,0.295,4.19,3.0,1,6.0,0,449.0,2,56,7.0,5.0,9.0,7000000.0
floydga01,2015,1,CLE,AL,0,0,7,0,0,0,0,40,11,4,0,4,7,0.22,2.7,0.0,1,1.0,0,55.0,2,4,0.0,0.0,1.0,1000000.0
francje02,2015,1,PHI,NL,0,0,1,0,0,0,0,6,1,2,1,3,1,0.16699999999999998,9.0,0.0,0,1.0,0,11.0,1,2,0.0,1.0,0.0,1000000.0
furbuch01,2015,1,SEA,AL,1,1,33,0,0,0,0,65,9,5,2,5,17,0.122,2.08,2.0,5,2.0,0,82.0,4,6,1.0,0.0,0.0,1600000.0
gallayo01,2015,1,TEX,AL,13,11,33,33,0,0,0,553,193,70,15,68,121,0.268,3.42,0.0,10,1.0,0,793.0,0,76,1.0,3.0,18.0,8728776.0
garcija01,2015,1,SFN,NL,4,2,67,0,0,0,38,174,51,18,6,23,62,0.23600000000000002,2.79,2.0,1,2.0,0,244.0,55,19,2.0,1.0,5.0,6500000.0
garcija02,2015,1,SLN,NL,10,6,20,20,0,0,0,389,106,35,6,30,97,0.225,2.43,0.0,4,3.0,0,510.0,0,37,3.0,3.0,17.0,11500000.0
garciyi01,2015,1,LAN,NL,3,5,59,1,0,0,1,170,44,21,8,10,68,0.209,3.34,1.0,1,2.0,0,225.0,15,23,0.0,2.0,0.0,517500.0
garzama01,2015,1,MIL,NL,6,14,26,25,0,0,0,446,176,93,23,57,104,0.294,5.63,3.0,7,2.0,0,666.0,1,102,7.0,2.0,14.0,12209424.0
gausmke01,2015,1,BAL,AL,4,7,25,17,0,0,0,337,109,53,17,29,103,0.251,4.25,1.0,7,2.0,0,470.0,1,56,2.0,3.0,2.0,532000.0
gearrco01,2015,1,SFN,NL,0,0,7,0,0,0,0,11,1,2,0,1,5,0.083,4.91,0.0,0,0.0,0,13.0,0,2,0.0,0.0,0.0,550000.0
geedi01,2015,1,NYN,NL,0,3,8,7,0,0,0,119,55,26,5,11,25,0.32899999999999996,5.9,3.0,0,1.0,0,183.0,0,29,2.0,2.0,4.0,2000000.0
geltzst01,2015,1,TBA,AL,2,6,70,2,0,0,2,202,45,28,8,26,61,0.18899999999999997,3.74,3.0,4,2.0,0,269.0,12,31,2.0,0.0,5.0,519300.0
gibsoky01,2015,1,MIN,AL,11,11,32,32,1,0,0,584,186,83,18,65,145,0.252,3.84,6.0,7,7.0,0,821.0,0,88,6.0,6.0,27.0,587500.0
gileske01,2015,1,PHI,NL,6,3,69,0,0,0,15,210,59,14,2,25,87,0.21899999999999997,1.8,2.0,1,1.0,0,298.0,28,23,1.0,2.0,3.0,528200.0
givenmy01,2015,1,BAL,AL,2,0,22,0,0,0,0,90,20,6,1,6,38,0.185,1.8,0.0,0,1.0,0,117.0,5,7,1.0,1.0,1.0,511500.0
gomezje01,2015,1,PHI,NL,2,3,65,0,0,0,0,224,82,25,4,17,50,0.278,3.01,4.0,3,2.0,0,319.0,21,28,1.0,4.0,6.0,1400000.0
gonzagi01,2015,1,WAS,NL,11,8,31,31,0,0,0,527,181,74,8,69,169,0.26899999999999996,3.79,3.0,4,4.0,0,758.0,0,79,3.0,9.0,16.0,12100000.0
graveke01,2015,1,OAK,AL,6,9,21,21,1,0,0,347,126,52,15,38,77,0.276,4.05,0.0,4,5.0,0,502.0,0,57,1.0,2.0,9.0,512500.0
grayjo02,2015,1,COL,NL,0,2,9,9,0,0,0,122,52,25,4,14,40,0.319,5.53,2.0,3,2.0,0,185.0,0,26,2.0,4.0,3.0,509500.0
grayso01,2015,1,OAK,AL,14,7,31,31,3,2,0,624,166,63,17,59,169,0.217,2.73,0.0,13,2.0,0,831.0,0,71,1.0,4.0,19.0,527500.0
greensh02,2015,1,DET,AL,4,8,18,16,0,0,0,251,103,64,13,27,50,0.308,6.88,4.0,1,6.0,0,373.0,1,67,2.0,4.0,10.0,517000.0
gregelu01,2015,1,HOU,AL,7,3,64,0,0,0,31,183,48,21,5,10,59,0.213,3.1,2.0,1,2.0,0,239.0,53,24,2.0,0.0,6.0,6750000.0
greinza01,2015,1,LAN,NL,19,3,32,32,1,0,0,668,148,41,14,40,200,0.187,1.66,1.0,7,5.0,0,843.0,0,43,6.0,2.0,15.0,31799030.0
grillja01,2015,1,ATL,NL,3,4,36,0,0,0,24,101,28,11,2,10,45,0.217,2.94,1.0,2,0.0,0,140.0,29,13,0.0,1.0,0.0,3625000.0
grimmju01,2015,1,CHN,NL,3,5,62,0,0,0,3,149,31,11,4,26,67,0.17800000000000002,1.99,1.0,8,1.0,0,204.0,11,18,0.0,3.0,4.0,1275000.0
gurkaja01,2015,1,COL,NL,0,0,9,0,0,0,0,23,16,8,1,2,7,0.43200000000000005,9.39,0.0,0,0.0,0,39.0,4,8,0.0,0.0,0.0,660000.0
hamelco01,2015,1,PHI,NL,6,7,20,20,1,1,0,386,113,52,12,39,137,0.233,3.64,3.0,7,6.0,2,537.0,0,53,5.0,1.0,6.0,22500000.0
hamelco01,2015,2,TEX,AL,7,1,12,12,1,0,0,251,77,34,10,23,78,0.245,3.66,0.0,2,4.0,2,343.0,0,35,1.0,1.0,13.0,22500000.0
hammeja01,2015,1,CHN,NL,10,7,31,31,0,0,0,512,158,71,23,40,172,0.242,3.74,4.0,10,6.0,0,710.0,0,79,4.0,6.0,13.0,9000000.0
happja01,2015,1,SEA,AL,4,6,21,20,0,0,0,326,121,56,13,32,82,0.27899999999999997,4.64,3.0,4,2.0,0,468.0,0,58,1.0,0.0,9.0,10000000.0
happja01,2015,2,PIT,NL,7,2,11,11,0,0,0,190,52,13,3,13,69,0.221,1.85,1.0,2,0.0,0,249.0,0,13,1.0,0.0,5.0,10000000.0
hardybl01,2015,1,DET,AL,5,3,70,0,0,0,0,184,61,21,2,22,55,0.26,3.08,2.0,5,1.0,0,265.0,11,23,3.0,4.0,3.0,520500.0
harrima01,2015,1,TEX,AL,1,2,3,3,0,0,0,48,19,12,3,6,5,0.306,6.75,0.0,0,0.0,1,69.0,0,12,0.0,1.0,4.0,13000000.0
harrimi03,2015,1,SLN,NL,2,1,26,0,0,0,0,81,30,11,4,13,15,0.278,3.67,0.0,2,0.0,0,122.0,7,14,1.0,0.0,2.0,509000.0
harriwi02,2015,1,HOU,AL,5,5,68,0,0,0,2,213,42,15,8,22,68,0.168,1.9,1.0,2,1.0,0,276.0,18,18,2.0,1.0,4.0,525500.0
harvema01,2015,1,NYN,NL,13,8,29,29,0,0,0,568,156,57,18,37,188,0.222,2.71,2.0,4,5.0,0,755.0,0,62,7.0,2.0,13.0,4325000.0
hatchch02,2015,1,LAN,NL,3,5,49,0,0,0,4,117,35,16,4,13,45,0.23800000000000002,3.69,2.0,3,3.0,0,166.0,12,19,2.0,1.0,4.0,1065000.0
heanean01,2015,1,LAA,AL,6,4,18,18,0,0,0,317,99,41,9,28,78,0.248,3.49,1.0,4,6.0,0,438.0,0,41,1.0,3.0,10.0,515000.0
hellije01,2015,1,ARI,NL,9,12,27,27,0,0,0,438,151,75,22,43,121,0.264,4.62,3.0,5,6.0,0,636.0,0,79,8.0,6.0,9.0,7000000.0
hendrky01,2015,1,CHN,NL,8,7,32,32,1,1,0,540,166,79,17,43,167,0.244,3.95,1.0,3,8.0,1,739.0,0,82,6.0,0.0,15.0,541000.0
hendrli01,2015,1,TOR,AL,5,0,58,0,0,0,0,194,59,21,3,11,71,0.24,2.92,1.0,4,2.0,0,261.0,14,23,0.0,2.0,3.0,523400.0
hernada01,2015,1,ARI,NL,1,5,40,0,0,0,0,101,33,16,6,11,33,0.256,4.28,0.0,1,3.0,0,144.0,7,18,1.0,0.0,3.0,3900000.0
hernafe02,2015,1,SEA,AL,18,9,31,31,2,2,0,605,180,79,23,58,191,0.24,3.53,0.0,10,9.0,0,826.0,0,80,4.0,4.0,18.0,25857143.0
herreke01,2015,1,KCA,AL,4,3,72,0,0,0,0,209,52,21,5,26,64,0.20600000000000002,2.71,1.0,4,2.0,0,286.0,8,23,1.0,5.0,3.0,2550000.0
hestoch01,2015,1,SFN,NL,12,11,31,31,2,1,0,533,169,78,16,64,141,0.253,3.95,3.0,5,13.0,1,746.0,0,82,2.0,0.0,26.0,530000.0
hillri01,2015,1,BOS,AL,2,1,4,4,1,1,0,87,14,5,2,5,36,0.141,1.55,0.0,0,2.0,0,106.0,0,5,0.0,0.0,3.0,6000000.0
hinojda01,2015,1,BOS,AL,0,0,1,0,0,0,0,5,0,0,0,3,2,0.0,0.0,0.0,0,1.0,0,9.0,1,0,0.0,0.0,0.0,514000.0
hinojda01,2015,2,PHI,NL,2,0,18,0,0,0,0,69,15,2,1,8,21,0.17600000000000002,0.78,1.0,1,0.0,0,93.0,4,3,0.0,0.0,1.0,514000.0
hochelu01,2015,1,KCA,AL,1,1,49,0,0,0,1,152,49,21,7,16,49,0.25,3.73,0.0,3,1.0,0,214.0,16,23,0.0,1.0,2.0,5500000.0
hoovejj01,2015,1,CIN,NL,8,2,67,0,0,0,1,193,44,21,7,31,52,0.196,2.94,1.0,3,2.0,0,264.0,12,24,5.0,2.0,6.0,1400000.0
howeljp01,2015,1,LAN,NL,6,1,65,0,0,0,1,132,47,7,3,14,39,0.272,1.43,1.0,3,2.0,1,190.0,18,9,0.0,1.0,6.0,6250000.0
hudsoda01,2015,1,ARI,NL,4,3,64,1,0,0,4,203,64,29,7,25,71,0.245,3.86,2.0,5,0.0,0,290.0,13,34,1.0,3.0,2.0,2700000.0
hugheja02,2015,1,PIT,NL,3,1,76,0,0,0,0,201,70,17,3,19,36,0.282,2.28,2.0,3,7.0,0,284.0,11,21,6.0,4.0,11.0,2175000.0
hugheph01,2015,1,MIN,AL,11,9,27,25,1,0,0,466,184,76,29,16,94,0.293,4.4,0.0,1,2.0,0,651.0,1,76,1.0,3.0,11.0,9200000.0
hunteto02,2015,1,BAL,AL,2,2,39,0,0,0,0,134,41,18,3,11,32,0.25,3.63,2.0,2,1.0,0,180.0,12,19,1.0,3.0,4.0,2000000.0
hunteto02,2015,2,CHN,NL,2,0,19,0,0,0,1,47,20,10,4,3,15,0.303,5.74,0.0,0,0.0,0,69.0,5,10,0.0,0.0,1.0,2000000.0
iglesra01,2015,1,CIN,NL,3,7,18,16,0,0,0,286,81,44,11,28,104,0.228,4.15,0.0,2,7.0,2,395.0,1,45,4.0,0.0,8.0,3214285.0
iwakuhi01,2015,1,SEA,AL,9,5,20,20,1,1,0,389,117,51,18,21,111,0.24,3.54,1.0,1,1.0,0,516.0,0,53,4.0,3.0,9.0,10976096.0
jacksed01,2015,1,CHN,NL,2,1,23,0,0,0,0,93,30,11,0,12,23,0.254,3.19,1.0,3,1.0,1,134.0,11,14,1.0,2.0,2.0,507500.0
jacksed01,2015,2,ATL,NL,2,2,24,0,0,0,1,74,14,8,4,9,17,0.16699999999999998,2.92,0.0,2,0.0,0,94.0,7,11,0.0,1.0,3.0,507500.0
jackslu01,2015,1,TEX,AL,0,0,7,0,0,0,0,19,5,3,1,2,6,0.2,4.26,0.0,1,0.0,0,27.0,4,3,0.0,0.0,0.0,508500.0
janseke01,2015,1,LAN,NL,2,1,54,0,0,0,36,157,33,14,6,8,80,0.17600000000000002,2.41,0.0,0,2.0,0,200.0,50,14,0.0,2.0,0.0,10650000.0
jeffrje01,2015,1,MIL,NL,5,0,72,0,0,0,0,204,64,20,5,22,67,0.249,2.65,5.0,4,3.0,2,285.0,8,22,3.0,0.0,12.0,519100.0
jennida01,2015,1,CHA,AL,2,3,53,0,0,0,0,169,55,25,3,24,46,0.256,3.99,6.0,4,0.0,0,244.0,17,28,4.0,1.0,6.0,810000.0
jepseke01,2015,1,TBA,AL,2,5,46,0,0,0,5,125,34,13,4,20,34,0.22699999999999998,2.81,1.0,2,0.0,0,176.0,6,15,1.0,5.0,3.0,5312000.0
