,0
546,667.22107
547,414.37424
548,629.3252
549,296.6573
550,639.6311
551,1445.7542
552,109.95816
553,162.04736
554,772.44965
555,233.45566
556,1190.608
557,801.6946
558,461.74194
559,1517.9236
560,207.70862
561,317.9958
562,314.45294
563,176.07767
564,425.9201
565,954.4254
566,249.95789
567,1323.3171
568,1370.9397
569,1264.59
570,1171.9833
571,163.1164
572,1186.0677
573,821.1494
574,177.83975
575,965.0989
576,259.38696
577,1037.2635
578,230.11572
579,1420.6642
580,180.8089
581,837.17084
582,1161.2766
583,1664.0253
584,538.0847
585,1133.2098
586,226.55403
587,1417.3378
588,1037.8345
589,166.0934
590,1159.6115
591,577.71985
592,609.5853
593,334.64612
594,907.92975
595,501.0595
596,1057.4811
597,314.93814
598,397.7387
599,356.95056
600,280.82312
601,189.2409
602,358.54022
603,1154.0344
604,646.6571
605,1075.9215
606,784.3756
607,1381.4404
608,266.2873
609,269.49747
610,1105.1211
611,954.44543
612,388.51166
613,139.91718
614,1001.66895
615,736.29803
616,703.38245
617,446.90338
618,1518.0819
619,1202.0602
620,395.75162
621,649.65326
622,499.65045
623,915.5082
624,186.82027
625,911.1563
626,816.0542
627,1552.3761
628,812.7382
629,868.13525
630,652.8175
631,308.77972
632,443.9371
633,627.7413
634,720.64514
635,784.97974
636,993.7963
637,1107.1652
638,1373.679
639,565.5716
640,270.51514
641,586.1257
642,729.498
643,678.3236
644,254.75952
645,796.16266
646,1078.9203
647,191.49887
648,1405.7266
649,194.04398
650,463.04932
651,1086.8005
652,1118.9955
653,488.00262
654,596.07007
655,179.49283
656,146.02103
657,856.5679
658,977.5342
659,789.8718
660,534.2202
661,270.161
662,310.13715
663,650.2654
664,158.15868
665,252.01764
666,505.24533
667,1210.8146
668,495.40747
669,168.90213
670,674.1597
671,258.54495
672,604.5616
673,134.25851
674,823.8512
675,313.86456
676,872.72217
677,240.85928
678,807.67285
679,236.76093
680,1192.1432
681,378.58838
682,410.7348
683,478.40588
684,660.4435
685,258.7344
686,124.46548
687,495.96045
688,1097.8696
689,112.09615
690,377.96838
691,691.38245
692,489.32672
693,472.93338
694,1066.8713
695,1007.1631
696,238.43234
697,969.4856
698,1178.3195
699,448.18683
700,1010.217
701,296.81854
702,1202.4644
703,288.60675
704,1299.0685
705,157.42557
706,379.01898
707,151.52249
708,1174.332
709,475.61322
710,558.51074
711,769.6465
712,1252.5878
713,236.77873
714,1039.3011
715,578.6018
716,804.9551
717,369.6565
718,994.63104
719,818.5865
720,250.70157
721,898.3828
722,890.6367
723,1206.4933
724,646.0943
725,197.54791
726,577.0681
727,435.19266
728,1281.7113
729,1020.4504
730,1119.7777
731,335.11548
732,399.119
733,434.9748
734,799.22876
735,488.8166
736,368.99854
737,1020.71936
738,757.10266
739,310.66342
740,744.3867
741,1093.8367
742,785.6196
743,156.82245
744,280.14163
745,435.45502
746,261.04877
747,224.1196
748,254.65086
749,822.2389
750,504.14807
751,664.35425
752,967.5594
753,1023.25745
754,335.6363
755,1126.8749
756,1156.9686
757,219.20764
758,558.9242
759,1449.4564
760,1302.2094
761,878.0757
762,1107.0889
763,378.7068
764,683.04736
765,978.8805
766,190.44128
767,606.1809
768,201.01453
769,1514.0139
770,123.75239
771,283.35294
772,254.81926
773,198.5122
774,209.67783
775,816.0029
776,284.01898
777,349.24673
778,292.6379
779,945.2292
780,1403.4825
781,382.30862
782,860.1859
783,418.66364
784,925.8054
785,226.94283
786,1180.2195
787,1299.2463
788,1018.9863
789,783.0194
790,725.3203
791,572.8248
792,602.7216
793,295.08008
794,695.61224
795,419.20532
796,423.71698
797,496.34924
798,939.2018
799,1258.9274
800,876.93335
801,305.94373
802,623.3939
803,791.29315
804,234.1399
805,452.65283
806,180.3767
807,1033.1556
808,116.42556
809,472.5522
810,1537.5636
811,1227.535
812,853.9645
813,1031.9229
814,643.61194
815,538.6295
816,726.714
817,237.69461
818,168.51189
819,900.85645
820,1520.9205
821,759.9022
822,1056.6289
823,468.83417
824,227.64429
825,231.73653
826,1001.1482
827,611.6439
828,1037.4108
829,492.39685
830,1008.5797
831,444.49445
832,1459.5934
833,484.92157
834,297.8027
835,358.1252
836,450.1834
837,702.2114
838,1202.4047
839,837.70135
840,833.9574
841,879.8607
842,1158.1455
843,335.97095
844,1464.8644
845,173.49947
846,877.04236
847,1099.283
848,129.02158
849,650.0976
850,526.0974
851,602.2543
852,837.66534
853,1165.3165
854,1366.9982
855,189.49265
856,381.69562
857,819.16895
858,1102.2281
859,987.09467
860,924.924
861,1007.3552
862,1190.9286
863,1122.4636
864,1021.94324
865,546.27405
866,475.3022
867,782.0407
868,362.83423
869,592.0195
870,438.6706
871,376.16043
872,1023.5449
873,814.1841
874,668.47784
875,1005.4857
876,969.556
877,861.764
878,541.31793
879,1411.1771
880,211.62096
881,472.26578
882,717.00635
883,1112.9999
884,176.55118
885,288.9778
886,386.90137
887,252.882
888,875.37195
889,513.0001
890,212.70767
891,1034.1715
892,1225.6232
893,570.6239
894,957.885
895,934.7581
896,201.74564
897,304.53314
898,338.81604
899,1479.5099
900,637.41455
901,582.0331
902,247.36816
903,458.04144
904,741.11597
905,420.4319
906,754.0761
907,916.64667
908,454.01038
909,991.3589
910,1078.5485
911,680.91907
912,871.17474
913,743.2444
914,1144.7802
915,223.35643
916,968.82556
917,757.7484
918,201.08522
919,1420.9982
920,432.49695
921,320.32703
922,752.3921
923,918.6716
924,573.5514
925,615.53375
926,145.56793
927,722.83606
928,716.7739
929,932.70233
930,675.9315
931,814.83826
932,80.07454
933,1099.9854
934,571.95654
935,886.9449
936,577.3536
937,156.54478
938,817.6543
939,571.85266
940,745.7873
941,134.64809
942,215.31058
943,535.0869
944,455.7659
945,1001.08484
946,832.3568
947,493.42526
948,851.71313
949,211.98633
950,1104.1346
951,1096.3632
952,947.8487
953,161.51675
954,1198.2411
955,443.90668
956,431.23175
957,897.0686
958,467.95624
959,1045.6345
960,266.59576
961,285.18518
962,186.7695
963,506.3054
964,495.0028
965,1140.7377
966,483.6281
967,981.3352
968,740.0742
969,509.79007
970,1095.2667
971,804.7866
972,462.19513
973,811.2134
974,152.4102
975,1235.7179
976,169.65051
977,892.34106
978,202.93161
979,644.6577
980,288.85928
981,849.73846
982,397.93292
983,388.64172
984,625.5397
985,845.5746
986,820.1802
987,304.59167
988,758.9723
989,380.50726
990,444.36673
991,568.14905
992,722.22736
993,1048.547
994,310.86816
995,190.01567
996,1111.6381
997,1183.3688
998,944.0398
999,1134.3008
1000,502.3513
1001,339.92648
1002,826.50244
1003,104.68814
1004,309.59027
1005,333.574
1006,148.02773
1007,146.29991
1008,1014.41815
1009,522.14185
1010,1029.4825
1011,1006.1493
1012,217.16406
1013,1206.7025
1014,739.8419
1015,1070.9927
1016,1093.0057
1017,749.46576
1018,1157.9728
1019,920.06287
1020,170.27689
1021,756.47675
1022,751.99133
1023,1681.9579
1024,204.70099
1025,163.96703
1026,121.99026
1027,544.574
1028,430.72992
1029,291.0493
1030,1278.5426
1031,1070.2252
1032,394.99518
1033,291.76828
1034,315.17358
1035,1740.747
1036,707.19885
1037,191.63159
1038,426.81546
1039,1080.6962
1040,1121.2717
1041,678.7467
